BikeAge,BikeAlcDrg,BikeInjury,BikeRace,BikeSex,SpeedLimit
14,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
15,No,C: Possible Injury,Black,Male,30 - 35  MPH
19,No,B: Suspected Minor Injury,Black,Male,40 - 45  MPH
32,No,O: No Injury,White,Male,20 - 25  MPH
27,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
76,No,C: Possible Injury,White,Male,30 - 35  MPH
14,No,B: Suspected Minor Injury,Black,Male,5 - 15 MPH
37,No,C: Possible Injury,Black,Female,Unknown
14,No,B: Suspected Minor Injury,White,Male,50 - 55  MPH
35,"Yes-Alcohol, impairment suspected",A: Suspected Serious Injury,White,Male,50 - 55  MPH
14,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
33,No,O: No Injury,Asian,Female,5 - 15 MPH
34,Unknown,B: Suspected Minor Injury,White,Male,20 - 25  MPH
55,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
17,No,B: Suspected Minor Injury,White,Female,30 - 35  MPH
16,Missing,O: No Injury,White,Male,20 - 25  MPH
41,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
48,No,B: Suspected Minor Injury,White,Male,50 - 55  MPH
25,Unknown,B: Suspected Minor Injury,Black,Female,30 - 35  MPH
23,No,C: Possible Injury,White,Female,30 - 35  MPH
24,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
16,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
28,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
33,No,O: No Injury,White,Male,40 - 45  MPH
48,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
41,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
19,No,B: Suspected Minor Injury,Hispanic,Male,20 - 25  MPH
55,No,O: No Injury,White,Male,30 - 35  MPH
55,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
59,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
52,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
6,No,B: Suspected Minor Injury,Black,Male,20 - 25  MPH
56,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
9,No,O: No Injury,White,Male,50 - 55  MPH
58,No,B: Suspected Minor Injury,Black,Male,20 - 25  MPH
13,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
43,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
19,No,B: Suspected Minor Injury,Black,Male,20 - 25  MPH
53,No,B: Suspected Minor Injury,Black,Male,50 - 55  MPH
16,No,O: No Injury,Black,Male,30 - 35  MPH
14,No,B: Suspected Minor Injury,White,Male,Unknown
42,No,C: Possible Injury,White,Male,40 - 45  MPH
7,No,B: Suspected Minor Injury,Black,Female,30 - 35  MPH
56,Missing,C: Possible Injury,Hispanic,Male,30 - 35  MPH
33,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
55,No,A: Suspected Serious Injury,White,Male,50 - 55  MPH
47,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
26,No,C: Possible Injury,Black,Male,40 - 45  MPH
71,No,B: Suspected Minor Injury,Black,Male,20 - 25  MPH
10,Missing,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
13,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
53,No,A: Suspected Serious Injury,Black,Male,Unknown
45,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
44,No,B: Suspected Minor Injury,Black,Male,20 - 25  MPH
24,No,B: Suspected Minor Injury,White,Male,5 - 15 MPH
50,No,C: Possible Injury,Black,Male,40 - 45  MPH
22,No,B: Suspected Minor Injury,White,Male,5 - 15 MPH
16,No,C: Possible Injury,White,Male,Unknown
44,No,B: Suspected Minor Injury,White,Female,30 - 35  MPH
66,No,B: Suspected Minor Injury,White,Female,40 - 45  MPH
49,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
73,No,A: Suspected Serious Injury,White,Male,40 - 45  MPH
46,No,B: Suspected Minor Injury,White,Male,5 - 15 MPH
55,No,C: Possible Injury,Black,Male,30 - 35  MPH
17,No,B: Suspected Minor Injury,White,Female,20 - 25  MPH
76,No,C: Possible Injury,White,Male,30 - 35  MPH
13,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
18,No,C: Possible Injury,Hispanic,Male,30 - 35  MPH
12,No,B: Suspected Minor Injury,White,Female,20 - 25  MPH
22,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
60,No,B: Suspected Minor Injury,White,Male,50 - 55  MPH
22,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
53,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
19,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
51,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
63,Unknown,C: Possible Injury,White,Male,30 - 35  MPH
33,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
30,.,B: Suspected Minor Injury,White,Male,40 - 45  MPH
22,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
36,.,C: Possible Injury,Black,Male,30 - 35  MPH
66,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
52,.,B: Suspected Minor Injury,White,Female,50 - 55  MPH
51,No,B: Suspected Minor Injury,White,Female,30 - 35  MPH
16,.,C: Possible Injury,Black,Male,20 - 25  MPH
20,No,B: Suspected Minor Injury,Black,Male,5 - 15 MPH
20,.,B: Suspected Minor Injury,Black,Male,40 - 45  MPH
21,No,B: Suspected Minor Injury,White,Male,Unknown
15,.,C: Possible Injury,Black,Male,30 - 35  MPH
18,No,B: Suspected Minor Injury,White,Female,30 - 35  MPH
17,.,B: Suspected Minor Injury,White,Male,30 - 35  MPH
12,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
12,.,B: Suspected Minor Injury,Black,Male,40 - 45  MPH
31,No,C: Possible Injury,White,Male,30 - 35  MPH
47,.,B: Suspected Minor Injury,White,Female,30 - 35  MPH
18,No,C: Possible Injury,White,Male,40 - 45  MPH
39,.,C: Possible Injury,Black,Female,30 - 35  MPH
37,No,O: No Injury,White,Male,20 - 25  MPH
20,.,C: Possible Injury,Black,Female,40 - 45  MPH
25,No,C: Possible Injury,White,Male,20 - 25  MPH
5,.,B: Suspected Minor Injury,White,Male,30 - 35  MPH
24,No,C: Possible Injury,Hispanic,Male,20 - 25  MPH
70+,.,C: Possible Injury,Black,Male,20 - 25  MPH
21,No,A: Suspected Serious Injury,Asian,Male,50 - 55  MPH
54,.,B: Suspected Minor Injury,White,Male,40 - 45  MPH
17,No,O: No Injury,White,Male,50 - 55  MPH
12,.,B: Suspected Minor Injury,Black,Male,20 - 25  MPH
37,No,C: Possible Injury,White,Male,30 - 35  MPH
29,.,O: No Injury,Hispanic,Male,30 - 35  MPH
27,No,C: Possible Injury,White,Male,30 - 35  MPH
44,.,B: Suspected Minor Injury,Black,Male,40 - 45  MPH
31,No,C: Possible Injury,White,Male,30 - 35  MPH
16,.,O: No Injury,White,Male,20 - 25  MPH
5,No,C: Possible Injury,Black,Female,5 - 15 MPH
25,.,O: No Injury,Black,Male,5 - 15 MPH
30,No,C: Possible Injury,White,Male,30 - 35  MPH
51,.,B: Suspected Minor Injury,White,Male,30 - 35  MPH
39,No,C: Possible Injury,Hispanic,Male,20 - 25  MPH
27,.,C: Possible Injury,White,Male,Unknown
59,No,O: No Injury,White,Male,20 - 25  MPH
14,.,B: Suspected Minor Injury,Hispanic,Male,30 - 35  MPH
41,No,C: Possible Injury,White,Male,30 - 35  MPH
7,.,B: Suspected Minor Injury,Black,Female,20 - 25  MPH
28,No,C: Possible Injury,Other,Male,30 - 35  MPH
999,.,Unknown Injury,Unknown/Missing,Unknown,30 - 35  MPH
32,No,C: Possible Injury,White,Female,30 - 35  MPH
16,.,B: Suspected Minor Injury,Black,Male,20 - 25  MPH
10,No,C: Possible Injury,Black,Female,40 - 45  MPH
13,.,C: Possible Injury,Black,Male,40 - 45  MPH
9,No,C: Possible Injury,White,Male,50 - 55  MPH
16,.,B: Suspected Minor Injury,Hispanic,Male,30 - 35  MPH
48,No,C: Possible Injury,White,Male,30 - 35  MPH
44,.,C: Possible Injury,Black,Male,50 - 55  MPH
53,No,A: Suspected Serious Injury,White,Female,50 - 55  MPH
55,.,B: Suspected Minor Injury,White,Male,40 - 45  MPH
14,No,C: Possible Injury,Black,Male,50 - 55  MPH
16,.,C: Possible Injury,Black,Male,30 - 35  MPH
19,No,O: No Injury,Black,Male,30 - 35  MPH
14,.,O: No Injury,Black,Male,40 - 45  MPH
59,No,C: Possible Injury,Black,Male,30 - 35  MPH
17,.,C: Possible Injury,White,Male,40 - 45  MPH
19,No,C: Possible Injury,Asian,Female,20 - 25  MPH
17,.,C: Possible Injury,White,Male,40 - 45  MPH
22,No,C: Possible Injury,White,Male,30 - 35  MPH
35,.,C: Possible Injury,Black,Male,30 - 35  MPH
25,No,C: Possible Injury,White,Female,30 - 35  MPH
14,.,B: Suspected Minor Injury,White,Male,30 - 35  MPH
20,No,C: Possible Injury,White,Male,20 - 25  MPH
53,.,C: Possible Injury,White,Male,20 - 25  MPH
22,No,O: No Injury,White,Male,20 - 25  MPH
36,.,B: Suspected Minor Injury,White,Male,40 - 45  MPH
31,No,C: Possible Injury,White,Male,20 - 25  MPH
69,.,B: Suspected Minor Injury,White,Male,50 - 55  MPH
34,Unknown,C: Possible Injury,Black,Male,40 - 45  MPH
52,.,C: Possible Injury,Black,Male,30 - 35  MPH
25,No,C: Possible Injury,White,Female,30 - 35  MPH
52,.,B: Suspected Minor Injury,White,Female,50 - 55  MPH
62,No,C: Possible Injury,White,Male,20 - 25  MPH
25,.,B: Suspected Minor Injury,Black,Male,20 - 25  MPH
26,No,C: Possible Injury,White,Male,Unknown
13,.,A: Suspected Serious Injury,White,Male,40 - 45  MPH
999,Missing,Unknown Injury,Unknown/Missing,Unknown,Unknown
40,.,O: No Injury,Black,Male,40 - 45  MPH
21,No,O: No Injury,White,Female,30 - 35  MPH
15,.,Unknown Injury,Unknown/Missing,Male,50 - 55  MPH
38,No,C: Possible Injury,Black,Male,30 - 35  MPH
6,.,O: No Injury,White,Male,30 - 35  MPH
32,No,C: Possible Injury,Hispanic,Male,30 - 35  MPH
5,.,C: Possible Injury,Black,Male,40 - 45  MPH
24,No,O: No Injury,White,Male,Unknown
44,.,C: Possible Injury,White,Male,20 - 25  MPH
13,No,C: Possible Injury,Black,Male,20 - 25  MPH
9,.,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
12,No,Unknown Injury,Unknown/Missing,Unknown,30 - 35  MPH
42,.,C: Possible Injury,White,Female,30 - 35  MPH
10,No,C: Possible Injury,Black,Male,20 - 25  MPH
30,.,B: Suspected Minor Injury,Hispanic,Female,40 - 45  MPH
10,No,O: No Injury,Unknown/Missing,Unknown,40 - 45  MPH
65,.,A: Suspected Serious Injury,White,Male,30 - 35  MPH
999,Missing,Unknown Injury,Unknown/Missing,Unknown,30 - 35  MPH
13,.,C: Possible Injury,White,Female,30 - 35  MPH
15,No,C: Possible Injury,Black,Male,30 - 35  MPH
12,.,C: Possible Injury,Black,Male,30 - 35  MPH
20,No,C: Possible Injury,White,Male,30 - 35  MPH
24,.,B: Suspected Minor Injury,White,Male,20 - 25  MPH
32,No,O: No Injury,Black,Male,20 - 25  MPH
27,.,B: Suspected Minor Injury,White,Male,Unknown
15,No,O: No Injury,Asian,Male,40 - 45  MPH
51,.,Unknown Injury,Unknown/Missing,Male,30 - 35  MPH
25,No,C: Possible Injury,White,Male,40 - 45  MPH
18,.,C: Possible Injury,Black,Female,20 - 25  MPH
38,"Yes-Alcohol, impairment detected",O: No Injury,Black,Male,40 - 45  MPH
44,.,C: Possible Injury,Hispanic,Male,40 - 45  MPH
37,No,C: Possible Injury,Black,Male,30 - 35  MPH
13,.,C: Possible Injury,White,Female,20 - 25  MPH
14,No,C: Possible Injury,Asian,Female,40 - 45  MPH
62,.,B: Suspected Minor Injury,Black,Male,20 - 25  MPH
40,No,C: Possible Injury,White,Male,20 - 25  MPH
7,.,B: Suspected Minor Injury,White,Male,30 - 35  MPH
60,"Yes-Alcohol, impairment detected",C: Possible Injury,White,Male,40 - 45  MPH
13,.,B: Suspected Minor Injury,Black,Male,Unknown
50,No,O: No Injury,White,Male,40 - 45  MPH
23,.,B: Suspected Minor Injury,White,Male,20 - 25  MPH
59,No,C: Possible Injury,White,Male,20 - 25  MPH
17,.,C: Possible Injury,Black,Male,5 - 15 MPH
34,No,O: No Injury,White,Female,30 - 35  MPH
69,.,B: Suspected Minor Injury,White,Male,30 - 35  MPH
37,No,C: Possible Injury,White,Female,40 - 45  MPH
15,.,A: Suspected Serious Injury,White,Male,50 - 55  MPH
37,No,O: No Injury,White,Male,30 - 35  MPH
45,.,C: Possible Injury,White,Male,30 - 35  MPH
44,No,C: Possible Injury,White,Male,60 - 75 MPH
35,.,B: Suspected Minor Injury,Black,Female,30 - 35  MPH
27,No,C: Possible Injury,Black,Male,40 - 45  MPH
23,.,O: No Injury,White,Female,30 - 35  MPH
28,No,C: Possible Injury,White,Male,30 - 35  MPH
19,.,B: Suspected Minor Injury,White,Male,30 - 35  MPH
52,No,C: Possible Injury,Black,Male,20 - 25  MPH
31,.,K: Killed,White,Male,40 - 45  MPH
11,No,O: No Injury,Hispanic,Male,40 - 45  MPH
18,.,C: Possible Injury,White,Female,20 - 25  MPH
53,"Yes-Alcohol, impairment suspected",C: Possible Injury,Black,Male,30 - 35  MPH
65,.,B: Suspected Minor Injury,White,Male,20 - 25  MPH
16,No,C: Possible Injury,Black,Male,20 - 25  MPH
8,.,B: Suspected Minor Injury,White,Female,20 - 25  MPH
16,Unknown,K: Killed,Hispanic,Male,40 - 45  MPH
39,.,K: Killed,Native American,Female,40 - 45  MPH
21,Unknown,Unknown Injury,White,Male,50 - 55  MPH
53,.,C: Possible Injury,Black,Male,40 - 45  MPH
47,No,C: Possible Injury,Asian,Male,Unknown
56,.,B: Suspected Minor Injury,White,Male,40 - 45  MPH
63,No,O: No Injury,Black,Male,40 - 45  MPH
23,.,C: Possible Injury,White,Female,30 - 35  MPH
999,Missing,Unknown Injury,Unknown/Missing,Unknown,20 - 25  MPH
47,.,B: Suspected Minor Injury,White,Female,40 - 45  MPH
13,No,C: Possible Injury,White,Male,40 - 45  MPH
24,.,B: Suspected Minor Injury,Black,Male,40 - 45  MPH
26,No,C: Possible Injury,White,Male,20 - 25  MPH
17,.,B: Suspected Minor Injury,White,Male,30 - 35  MPH
62,No,C: Possible Injury,White,Male,Unknown
18,.,C: Possible Injury,Black,Male,5 - 15 MPH
23,No,C: Possible Injury,Black,Male,30 - 35  MPH
39,.,C: Possible Injury,Black,Male,Unknown
52,No,C: Possible Injury,Black,Male,30 - 35  MPH
15,.,C: Possible Injury,Black,Male,Unknown
45,No,C: Possible Injury,White,Female,30 - 35  MPH
41,.,C: Possible Injury,Black,Male,50 - 55  MPH
28,No,C: Possible Injury,White,Male,20 - 25  MPH
999,.,B: Suspected Minor Injury,Black,Male,Unknown
45,No,C: Possible Injury,Black,Male,30 - 35  MPH
12,.,C: Possible Injury,Black,Male,30 - 35  MPH
47,Unknown,A: Suspected Serious Injury,Black,Female,40 - 45  MPH
47,.,B: Suspected Minor Injury,White,Male,20 - 25  MPH
71,Missing,B: Suspected Minor Injury,White,Male,40 - 45  MPH
18,.,B: Suspected Minor Injury,Black,Male,40 - 45  MPH
53,No,O: No Injury,White,Male,30 - 35  MPH
12,.,O: No Injury,White,Male,5 - 15 MPH
22,No,C: Possible Injury,White,Male,5 - 15 MPH
21,.,O: No Injury,Black,Male,30 - 35  MPH
35,No,O: No Injury,White,Male,Unknown
20,.,B: Suspected Minor Injury,White,Female,40 - 45  MPH
49,No,A: Suspected Serious Injury,White,Male,30 - 35  MPH
36,.,A: Suspected Serious Injury,White,Male,50 - 55  MPH
19,No,B: Suspected Minor Injury,Hispanic,Male,30 - 35  MPH
30,.,O: No Injury,White,Female,30 - 35  MPH
57,"Yes-Alcohol, impairment suspected",B: Suspected Minor Injury,White,Male,30 - 35  MPH
12,.,B: Suspected Minor Injury,Black,Male,20 - 25  MPH
27,No,O: No Injury,White,Male,30 - 35  MPH
23,.,B: Suspected Minor Injury,White,Male,30 - 35  MPH
35,No,O: No Injury,White,Male,20 - 25  MPH
44,.,B: Suspected Minor Injury,White,Male,40 - 45  MPH
25,No,C: Possible Injury,White,Male,20 - 25  MPH
13,.,B: Suspected Minor Injury,White,Male,40 - 45  MPH
34,No,C: Possible Injury,White,Female,30 - 35  MPH
10,.,B: Suspected Minor Injury,Black,Male,50 - 55  MPH
31,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
29,.,B: Suspected Minor Injury,White,Male,40 - 45  MPH
26,No,B: Suspected Minor Injury,Black,Female,40 - 45  MPH
10,.,B: Suspected Minor Injury,Unknown/Missing,Male,30 - 35  MPH
15,Missing,B: Suspected Minor Injury,Black,Male,20 - 25  MPH
36,.,C: Possible Injury,Black,Male,50 - 55  MPH
12,No,A: Suspected Serious Injury,Black,Male,30 - 35  MPH
26,.,C: Possible Injury,White,Male,40 - 45  MPH
15,No,C: Possible Injury,White,Female,30 - 35  MPH
44,.,C: Possible Injury,Black,Male,30 - 35  MPH
23,No,B: Suspected Minor Injury,Black,Male,5 - 15 MPH
37,.,C: Possible Injury,White,Male,Unknown
7,No,C: Possible Injury,Black,Female,20 - 25  MPH
27,.,C: Possible Injury,Black,Male,30 - 35  MPH
19,Missing,C: Possible Injury,Black,Male,40 - 45  MPH
56,.,B: Suspected Minor Injury,Black,Male,Unknown
62,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
19,.,C: Possible Injury,White,Male,5 - 15 MPH
15,"Yes-Alcohol, impairment suspected",O: No Injury,White,Male,30 - 35  MPH
62,.,C: Possible Injury,Black,Male,30 - 35  MPH
18,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
17,No,B: Suspected Minor Injury,Black,Male,20 - 25  MPH
50,No,C: Possible Injury,White,Male,20 - 25  MPH
49,No,B: Suspected Minor Injury,Black,Male,50 - 55  MPH
49,Missing,B: Suspected Minor Injury,Black,Male,5 - 15 MPH
999,Missing,Unknown Injury,Unknown/Missing,Unknown,30 - 35  MPH
47,No,B: Suspected Minor Injury,White,Male,50 - 55  MPH
38,No,C: Possible Injury,Black,Male,30 - 35  MPH
50,No,O: No Injury,White,Female,20 - 25  MPH
20,No,C: Possible Injury,White,Female,20 - 25  MPH
57,No,C: Possible Injury,Black,Male,30 - 35  MPH
70,No,B: Suspected Minor Injury,White,Male,50 - 55  MPH
35,No,C: Possible Injury,Black,Male,Unknown
30,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
54,No,B: Suspected Minor Injury,White,Female,30 - 35  MPH
37,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
6,No,A: Suspected Serious Injury,White,Female,20 - 25  MPH
14,No,C: Possible Injury,Black,Male,50 - 55  MPH
69,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
49,.,C: Possible Injury,Black,Male,5 - 15 MPH
34,Unknown,K: Killed,White,Male,20 - 25  MPH
999,Missing,Unknown Injury,Unknown/Missing,Unknown,40 - 45  MPH
6,No,B: Suspected Minor Injury,Native American,Male,5 - 15 MPH
53,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
23,Missing,B: Suspected Minor Injury,Black,Male,20 - 25  MPH
62,.,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
33,No,O: No Injury,Other,Male,Unknown
69,.,B: Suspected Minor Injury,White,Male,30 - 35  MPH
20,No,O: No Injury,White,Male,30 - 35  MPH
48,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
31,Missing,C: Possible Injury,White,Male,30 - 35  MPH
50,No,C: Possible Injury,Black,Male,20 - 25  MPH
69,No,A: Suspected Serious Injury,White,Female,30 - 35  MPH
16,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
57,No,O: No Injury,Black,Male,30 - 35  MPH
61,"Yes-Alcohol, impairment detected",B: Suspected Minor Injury,Black,Male,40 - 45  MPH
18,.,C: Possible Injury,Black,Female,30 - 35  MPH
13,No,C: Possible Injury,Black,Female,20 - 25  MPH
5,.,C: Possible Injury,Black,Female,30 - 35  MPH
48,No,B: Suspected Minor Injury,Black,Male,Unknown
36,.,C: Possible Injury,White,Female,30 - 35  MPH
59,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
10,.,B: Suspected Minor Injury,White,Male,20 - 25  MPH
33,No,B: Suspected Minor Injury,White,Male,Unknown
16,.,K: Killed,White,Male,30 - 35  MPH
32,Unknown,O: No Injury,White,Male,Unknown
36,.,A: Suspected Serious Injury,White,Male,50 - 55  MPH
21,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
7,.,B: Suspected Minor Injury,White,Male,20 - 25  MPH
47,Unknown,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
51,.,C: Possible Injury,Black,Male,30 - 35  MPH
35,.,B: Suspected Minor Injury,Hispanic,Male,30 - 35  MPH
11,.,A: Suspected Serious Injury,Black,Male,30 - 35  MPH
34,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
13,.,C: Possible Injury,Hispanic,Male,30 - 35  MPH
35,.,B: Suspected Minor Injury,White,Male,30 - 35  MPH
16,.,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
41,No,C: Possible Injury,White,Male,50 - 55  MPH
25,.,B: Suspected Minor Injury,Hispanic,Male,30 - 35  MPH
34,No,C: Possible Injury,Asian,Male,40 - 45  MPH
9,.,B: Suspected Minor Injury,White,Male,30 - 35  MPH
16,No,B: Suspected Minor Injury,White,Male,50 - 55  MPH
26,.,C: Possible Injury,Black,Male,20 - 25  MPH
52,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
8,.,B: Suspected Minor Injury,White,Male,50 - 55  MPH
17,No,A: Suspected Serious Injury,White,Male,50 - 55  MPH
47,.,C: Possible Injury,Black,Male,30 - 35  MPH
29,No,O: No Injury,Hispanic,Male,30 - 35  MPH
15,.,K: Killed,Black,Female,40 - 45  MPH
16,No,O: No Injury,White,Male,30 - 35  MPH
35,.,O: No Injury,White,Male,30 - 35  MPH
10,No,C: Possible Injury,Black,Female,20 - 25  MPH
15,.,B: Suspected Minor Injury,White,Male,50 - 55  MPH
81,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
43,.,C: Possible Injury,White,Male,40 - 45  MPH
53,"Yes-Alcohol, impairment suspected",K: Killed,Black,Male,50 - 55  MPH
44,.,C: Possible Injury,Black,Male,40 - 45  MPH
19,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
14,.,Unknown Injury,White,Male,30 - 35  MPH
44,No,B: Suspected Minor Injury,Hispanic,Male,40 - 45  MPH
16,.,O: No Injury,White,Female,40 - 45  MPH
51,Unknown,C: Possible Injury,Black,Male,Unknown
9,.,C: Possible Injury,Black,Male,30 - 35  MPH
25,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
51,.,C: Possible Injury,White,Male,30 - 35  MPH
17,No,C: Possible Injury,Black,Male,30 - 35  MPH
14,.,C: Possible Injury,White,Male,30 - 35  MPH
10,No,A: Suspected Serious Injury,White,Male,20 - 25  MPH
9,.,B: Suspected Minor Injury,Black,Female,5 - 15 MPH
22,No,C: Possible Injury,White,Male,20 - 25  MPH
36,.,B: Suspected Minor Injury,White,Male,40 - 45  MPH
60,No,O: No Injury,White,Male,30 - 35  MPH
16,.,B: Suspected Minor Injury,Black,Female,40 - 45  MPH
25,"Yes-Alcohol, impairment detected",O: No Injury,White,Female,30 - 35  MPH
6,.,C: Possible Injury,Black,Male,30 - 35  MPH
40,No,C: Possible Injury,Black,Male,5 - 15 MPH
12,.,C: Possible Injury,White,Female,30 - 35  MPH
999,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
34,.,B: Suspected Minor Injury,White,Male,40 - 45  MPH
37,No,O: No Injury,White,Male,50 - 55  MPH
41,.,Unknown Injury,Black,Male,20 - 25  MPH
14,No,B: Suspected Minor Injury,Black,Female,30 - 35  MPH
12,.,C: Possible Injury,White,Male,30 - 35  MPH
18,No,C: Possible Injury,Hispanic,Male,30 - 35  MPH
32,.,C: Possible Injury,White,Male,30 - 35  MPH
